id	text	labels
PMC2528217_1	"PH associated with COPD is increasingly recognized as a contributing factor to the clinical manifestations, morbidity, and mortality of the COPD disease process. This recognition has stimulated further research into the cellular and molecular processes contributing to the pathogenesis of PH associated with COPD and the development and testing of new therapeutic interventions. This review will examine the epidemiology of PH associated with COPD, its clinical manifestations, methods of diagnosis, pathophysiology, and treatment strategies.
"	HP_0006510;HP_0002092;HP_0004438
PMC2528217_10	"Thus, although numerous studies have measured pulmonary hemodynamics in patients with COPD, the prevalence of PH is not accurately known. Analysis of these studies is confounded by different sub-groups of individuals with varying severities of COPD and oxygenation and generally small numbers of patients. Nonetheless, the minimal prevalence of PH in patients with at least 1 hospitalization for COPD has been estimated to be 10%30% (Naeije 2005) and is as high as 90% in patients undergoing evaluation for lung volume reduction surgery (Scharf et al 2002). Exercise induced PH may occur in two-thirds of patients with COPD even when pulmonary pressures are normal at rest (Oswald-Mammosser et al 1991; Christensen et al 2004).
"	HP_0006510;HP_0002092
PMC2528217_12	"The signs and symptoms of PH in patients with COPD are subtle and are often obscured by the clinical manifestations of the lung disease. Exertional breathlessness may be due to worsening airflow limitation and air trapping or to the development of PH (Salvaterra and Rubin 1993). Although the predictive value of specific symptoms and physical examination findings in detecting pulmonary vascular disease in a patient with COPD is not known, several signs and symptoms suggests the presence of PH (Salvaterra and Rubin 1993). Decreasing functional capacity with stable pulmonary function testing suggests pulmonary vascular involvement. Signs of right ventricle enlargement or overload such as the presence of a right ventricular lift, prominent P2, right sided S4 gallop, and the murmur of tricuspid regurgitation suggest the presence of PH (Salvaterra and Rubin 1993). Elevated jugular venous pressure, hepatojugular reflux, and a pulsatile liver are often signs of tricuspid insufficiency.
"	HP_0006510;HP_0002092;HP_0002088;HP_0001667;HP_0002094;HP_0002098
PMC2528217_13	"The characteristic chest radiographic findings of PH are enlargement of the central pulmonary arteries causing hilar prominence and rapid tapering of the arteries in the lung periphery. Co-existing emphysematous changes accentuate oligemia within the lung parenchyma. The hilar thoracic index, the ratio of the distance between the start of the divisions of the right and left pulmonary arteries and the transverse diameter of the chest, has been used to quantify widening of the mediastinum (Chetty et al 1982). PH is suggested by a hilar-thoracic index >0.36. Widening of the descending right pulmonary artery to >16 mm or the left descending pulmonary artery to >18 mm suggest PH in patients with COPD (Matthay et al 1981). Chhabra and De (Chhabra and De 2004) confirmed the high sensitivity and positive predictive value, 100%, of the findings of increased hilar-thoracic index and width of the descending branch of the right pulmonary artery (>20 mm) in 50 patients with COPD but showed that both measures were insensitive and had a low negative predictive value.
"	HP_0006510;HP_0002092
PMC2528217_15	"PH associated with COPD may cause right ventricular hypertrophy or strain. The electrocardiographic manifestations of cor pulmonale are relatively specific, 86%, but not sensitive, 51%, for PH and do not correlate with the severity of PH (Oswald-Mammosser et al 1987; Himelman et al 1988). Features of the electrocardiogram in patients with COPD that suggest PH include: A) P pulmonale, P-wave amplitude >2.5 mm in leads II, III, and/or aVF; B) S1, S2, S3 pattern; C) a S1, Q3 pattern; D) incomplete or complete right bundle branch block; E) evidence of RVH, R axis deviation 100, dominant R wave in lead V1 7 mm in amplitude, ST segment depression and T wave inversion in leads V1 to V4, and deep S waves in leads V5, V6, I and aVL with a QRS duration <0.12 s; and F) low voltage QRS (Harrigan and Jones 2002; Barbera et al 2003).
"	HP_0006510;HP_0002092;HP_0001648;HP_0001667
PMC2528217_18	"Laaban and colleagues (Laaban et al 1989) compared the measurement of PAP by Doppler echocardiography with right heart catheterization in 41 patients with stable COPD. The directly measured mean sPAP was 38.5  14.9 mmHg and 21, 51%, had pressures 35mmHg. sPAP could be estimated by Doppler echocardiography in 27 patients, 66%, and correlated significantly with the direct hemodynamic measurements, r = 0.65, p < 0.001. In a select subgroup of patients who were undergoing evaluation for lung volume reduction surgery and had both Doppler echocardiography and right heart catheterization, Bach and co-workers (Bach et al 1998) did not find a significant correlation between the actual and estimated sPAP but suggested that this difference was due to a single outlying patient. A strong correlation between right heart catheterization and Doppler echocardiographic measurement of sPAP, r = 0.8, was seen a group of 106 patients undergoing evaluation prior to lung transplantation, of whom 45, 42.5%, had obstructive lung disease (Ben-Dor et al 2006).
"	HP_0006510;HP_0006536
PMC2528217_19	"Transcutaneous jugular venous Doppler echo is another sonographic technique to estimate pulmonary pressures (Matsuyama et al 2001). During a breath hold at the end of expiration, jugular venous flow velocities are measured by Doppler echo during diastole and systole. An increasing diastolic to systolic flow ratio correlates significantly with mPAP measured during RHC (Matsuyama et al 2001). Using a diastolic to systolic flow velocity ratio of 1.0, the sensitivity of this technique was 71.4% and the specificity was 95.3%. Limitations of transcutaneous jugular venous Doppler echo include variable ratios in patients with mild PH (2535 mmHg) and variable flow rates with tachycardias and dysrhythmias.
"	
PMC2528217_2	"The prevalence of pulmonary hypertension (PH) in COPD has not been accurately measured in large epidemiologic studies because of the risks and expense of invasive pressure measurement by right heart catheterization. Most studies have utilized noninvasive measures to estimate pulmonary arterial pressures. Estimates of the prevalence of PH in COPD are also confounded by patient selection. Studied patients have varying severity of obstructive lung disease as well as different levels of oxygenation. Finally, over the last several decades, different groups have used various minimal pressures to define PH and severe PH (Table 1). Therefore, estimates of the prevalence of PH in patients with COPD vary widely based upon the definition of PH, the methods used to determine pulmonary pressures, and the physiologic characteristics of the studied population.
"	HP_0006510;HP_0006536;HP_0002092;HP_0012828
PMC2528217_20	"In 1965, Hicken et al (1965) described the histopathologic changes in the pulmonary vasculature of patients with chronic bronchitis or emphysema and evidence of right ventricular hypertrophy. They noted a circular layer of smooth muscle in the media of the pulmonary arterioles that was not present in the smaller pulmonary arteries. Both the pulmonary arterioles and small pulmonary arteries had a layer of longitudinal smooth muscle beneath the internal elastic lamina but neither one of the vessels had significant intimal fibrosis. Because these vascular changes were similar to the alterations reported in PH associated with high altitude, Hicken et al (1965) hypothesized that PH associated with hypoxic lung diseases such as COPD was caused solely by hypoxic vasoconstriction and arteriolar muscular hyperplasia. Subsequent observations that high altitude PH resolves after descent to lower altitudes (Grover et al 1996) suggested that PH associated with COPD might reverse with correction of hypoxemia. Contrary to the expected result, pulmonary pressures decreased but did not normalize in individuals with PH associated with COPD who were treated with supplemental oxygen therapy (Abraham et al 1968). Subsequent studies of acute and chronic oxygen therapy in patients with COPD also failed to show resolution of PH (Lejeune et al 1984; Timms et al 1985). These physiologic findings suggested that the PH associated with COPD that persists after correction of hypoxemia is due to fixed vascular remodeling and spurred further, more detailed histopathological studies (Wilkinson et al 1988; Peinado et al 1999; Hale et al 1980). In 1988, Wilkinson (Wilkinson et al 1988) observed similar histopathologic findings in lung tissue from 10 patients with hypoxic cor pulmonale and COPD regardless of treatment with supplemental oxygen. The media of the muscular pulmonary arteries was normal or atrophic but the intima revealed an active deposition of longitudinal muscle, fibrosis and elastosis. The media of the normally poorly muscularized arterioles revealed a circular muscular coat bounded by a new internal elastic lamina. Luminal narrowing was present with frequent recanalization of the arteriolar lumen (Wilkinson et al 1988). Subsequent studies of lung tissue from individuals with moderate to severe COPD have consistently reported similar findings (Wright et al 1983; Hale et al 1984; Wright et al 1992). Interestingly, when lung sections from smokers with COPD were compared with non-smokers, the density of the fully muscularized (0300 m diameter) pulmonary arteries and the thickness of the medial muscle layer was doubled and the depth of intimal fibrosis was tripled (Hale et al 1984). This intimal thickening is due to both smooth muscle cell proliferation and increased elastin and collagen deposition (Santos et al 2002).
"	HP_0006510;HP_0001667;HP_0002092;HP_0004469;HP_0001648;HP_0011353;HP_0012418;HP_0011010
PMC2528217_21	"Importantly, similar findings of vascular remodeling are present in the pulmonary vasculature of smokers (Santos et al 2002; Hale et al 1980) and patients with mild COPD (Santos et al 2002). The earliest vascular changes are intimal thickening, luminal narrowing, and arteriolar muscularization (Hale et al 1980; Magee et al 1988; Barbera et al 1994; Peinado et al 1998). The degree of intimal thickening correlates with the severity of small airways disease and emphysema (Hale et al 1980). These very early histopathologic findings suggest that the morphologic changes in the pulmonary arteries are initiated by the toxic effects of tobacco smoke and progress in parallel with the parenchymal changes of COPD (Hale et al 1980) (Figure 1).
"	HP_0006510
PMC2528217_22	"Histologic evidence of vascular changes in a small pulmonary artery in a patient with COPD and associated pulmonary hypertension. Hematoxylin and eosin staining demonstrates marked medial and intimal thickening with resulting luminal narrowing (40X, original magnification). Photomicrograph was provided courtesy of Hai Bui, MD, Department of Pathology, Cincinnati VAMC, Cincinnati Ohio.
"	HP_0006510;HP_0002092
PMC2528217_23	"The pulmonary vasculature of patients with COPD associated PH is markedly abnormal and shows increased intimal and medial thickening that cause luminal narrowing and vascular obstruction of the small pulmonary arteries (Wright et al 1992). These vascular changes lead to an increase in pulmonary vascular resistance (PVR) and elevation of pulmonary artery pressures (PAP). The severity of vascular abnormalities does not correlate directly with the pulmonary pressure at rest (Wilkinson et al 1988; Wright et al 1992). However, the degree of intimal thickening is proportional to the increase in pulmonary pressure during exercise and this relationship is thought to be due in part to decreased distensability and recruitment within the abnormal pulmonary vasculature (Kubo et al 2000).
"	HP_0006510;HP_0002092;HP_0004890
PMC2528217_25	"The pathogenesis of the vascular abnormalities associated with COPD have not been fully elucidated but appear to be caused by the combined effects of hypoxia (Burrows 1974), pulmonary dysfunction with air trapping (Wright 1993) and the toxic effects of smoking (Santos et al 2002; Hale et al 1980) leading to inflammation (Peinado et al 1999), endothelial dysfunction (Dinh-Xuan et al 1991; Peinado et al 1998), and angiogenesis (Santos et al 2003) (Figure 2).
"	HP_0006510;HP_0002597
PMC2528217_27	"Unlike the systemic circulation, acute hypoxia causes vasoconstriction in the pulmonary circulation (Von Euler and Liljerstarand 1946) and a transient increase in pulmonary vascular resistance (Pease et al 1982). Although the effect of recurrent, transient episodes of hypoxia in the development of pulmonary vascular dysfunction is unclear, chronic hypoxia has been studied extensively and is a known cause of PH (Heath et al 1973; Thompson et al 1989; Vender 1994; Reeves and Grover 2005). The pathophysiologic mechanisms of hypoxic pulmonary vasoconstriction are not fully understood but are believed due to direct and indirect effects of lowered oxygen levels on the pulmonary vascular smooth muscle cells (Hida et al 2002). The direct action occurs through potassium and calcium channels (Weir and Archer 1995). In the presence of hypoxia, potassium channels within pulmonary smooth muscle cells close causing membrane depolarization and an influx of calcium, stimulating smooth muscle cell contraction (Weir and Archer 1995). Hypoxia may also act indirectly on the pulmonary vasculature by stimulating the production of transcription factors (Yan et al 1998; Mechtcheriakova et al 1999) such as hypoxia-inducible factor-1 (HIF-1) (Semenza 2000; Yu et al 1998)and the release of multiple endogenous mediators including angiotensin II (Morrell et al 1995), endothelin-1 (Chen et al 1995; DiCarlo et al 1995; Elton etal 1992; Hu et al 1998), and growth factors (Mechtcheriakova et al 1999; Santos et al 2003). These mediators trigger vasoconstriction, vascular remodeling, and angiogenesis.
"	HP_0002092;HP_0011009;HP_0011010
PMC2528217_28	"Animal models of smoke-induced emphysema and PH suggest that PH associated with COPD is due in some part to hyperinflation and gas trapping that compress the pulmonary vessels (Wright 1993). However, PH has not been shown to improve after lung volume reduction surgery (LVRS) despite improvement in pulmonary function and reduction in gas trapping (Haniuda et al 2003).
"	HP_0006510;HP_0002092
PMC2528217_29	"Secondary polycythemia occurs in COPD with hypoxia and causes an increase in blood viscosity. However, to date, there are few studies evaluating the relationship between blood viscosity, polycythemia, and PH. A retrospective analysis of 41 patients with emphysema revealed that increasing levels of hemoglobin independently correlated with increasing PVR and PAP (Nakamura et al 2000). Polycythemia also inhibits the vasodilatory effect of acetylcholine in patients with COPD. This effect is believed to be due to the inactivation of endothelial derived NO by hemoglobin (Defouilloy et al 1998).
"	HP_0001901;HP_0006510;HP_0002092
PMC2528217_31	"Vasoactive mediators also appear to play a role in smoking related pulmonary vascular changes. Brief exposure to tobacco smoke up-regulates gene expression of the vasoconstrictor/vasoproliferative agents endothelin-1 (ET-1) and vascular endothelial growth factor (VEGF) in Sprague-Dawley rats (Wright et al 2002). The expression of VEGF is also increased in the pulmonary arteries of smokers and correlates with the thickness of the pulmonary arteries and the degree of obstructive lung disease (Santos et al 2003). Smoke exposure also alters NO production in endothelial cells. When the lungs of smokers are compared with those of non-smokers, smokers have lower endothelial nitric oxide synthase (eNOS) levels (Barbera et al 2001). Further, in vitro exposure of pulmonary artery endothelial cells to tobacco smoke causes irreversible inhibition of eNOS activity (Su et al 1998).
"	HP_0006536
PMC2528217_34	"Nitric oxide (NO) is a potent vasodilating mediator with antiproliferative effects (Murad 1997). NO is synthesized in the pulmonary vasculature by endothelial nitric oxide synthase (eNOS). eNOS expression is reduced in smokers (Barbera et al 2001) and patients with COPD (Giaid and Saleh 1995). Fractional exhaled nitric oxide (FENO) is also reduced in patients with COPD and PH. FENO levels correlate inversely with the degree of PH and the development of cor pulmonale (Clini et al 2000). It is postulated that the reduction in FENO seen in patients with COPD, PH, and cor pulmonale is due to a decrease in endothelial production of NO.
"	HP_0006510;HP_0002092;HP_0001648
PMC2528217_36	"Endothelin (ET-1) is a potent vasoconstricting (LeDouceur et al 1993) and mitogenic mediator produced by the endothelium (Dubin et al 1989; Boscoe et al 2000; Wedgewood et al 2001). Endothelin levels are increased in patients with COPD (Spiropoulos et al 2003), and rise further during COPD exacerbations (Roland et al 2001). Endothelin levels are increased in patients with pulmonary arterial hypertension (PAH) and PH associated with COPD, interstitial lung disease (ILD) and congestive heart failure (CHF) (Giaid et al 1993).
"	HP_0006510;HP_0006530;HP_0001635;HP_0002092
PMC2528217_37	"It is currently unclear what role growth factors play in the development and maintenance of the pulmonary vascular abnormalities observed in COPD and PH (Papaioannou et al 2006). VEGF is an endothelial growth factor that stimulates angiogenesis and permeability (Papaioannou et al 2006). VEGF expression is increased in the pulmonary arteries of patients with COPD (Santos et al 2003). Hypoxia also stimulates VEGF production via the transcription factor Hypoxia-Inducible Factor-1 (HIF-1) (Carmeliet et al 1998; Iyer et al 1998; Semenza 2000). Although VEGF is a potent endothelial cell mitogen and is increased in smokers and patients with COPD and hypoxia, VEGF may also have a protective role in the pulmonary vasculature. When animals treated with a VEGF inhibitor are exposed to hypoxic conditions, severe PH develops (Taraseviciene-Stewart et al 2001). Additional studies are needed to understand VEGFs potential protective role in the development of pulmonary vascular changes in patients with COPD.
"	HP_0006510;HP_0002092;HP_0011718;HP_0012828
PMC2528217_38	"Platelet derived growth factor (PDGF) is another mediator of angiogenesis that may be involved in vascular remodeling in hypoxia and COPD. PDGF is a potent mitogen for smooth muscle cells (Hannink and Donoghue 1989). Indirect evidence that PDGF is important in the development of PH comes from rat models of hypoxic and monocrotaline induced PH that demonstrate reversal of PH after inhibition of PDGF (Schermuly et al 2005).
"	HP_0002092;HP_0006510
PMC2528217_4	"Abbreviations: mPAP, mean pulmonary artery pressure; PA, systolic pulmonary artery systolic pressure.
"	
PMC2528217_40	"The treatment of patients with COPD associated PH requires a multifaceted approach that includes smoking cessation, optimization of COPD management, and correction of hypoxemia. Additionally, recent advances in the understanding of the pathogenesis of COPD associated PH provide several potential biologic targets for future therapies.
"	HP_0006510;HP_0002092;HP_0012418
PMC2528217_41	"Toxic effects of tobacco smoke (Santos et al 2002; Hale et al 1980) play a role in the development of the pulmonary vascular disease that occurs in COPD associated PH. Smoking cessation is the single most important intervention to slow progression of COPD (Anthonisen et al 1994; Anthonisen et al 2002) and thus likely decreases the risk of developing COPD associated PH. Once an individual quits smoking, resumption of cigarettes should be continually discouraged as there is a steeper rate of decline in FEV1 in patients who restart smoking than in those who smoke without interruption (Sherrill et al 1996).
"	HP_0002092;HP_0006510
PMC2528217_42	"Correction of hypoxemia with supplemental oxygen is also recommended therapy for patients with COPD and PH. Long term oxygen therapy is recommended for patients with COPD whose resting PaO2 is <55 mmHg or is between 56 and 59 mmHg during rest, sleep, or exertion and who have clinical evidence of cor pulmonale or polycythemia (Celli et al 2004). Long term oxygen therapy (LTOT) improves survival in hypoxic COPD patients and is associated with a mild improvement in pulmonary hemodynamics (Medical Research Council Working Party 1981; Nocturnal Oxygen Therapy Group 1980). Additionally, supplemental oxygen during exercise decreases PAP (Burrows et al 1972; Fujimoto et al 2002), increases exercise tolerance (Fujimoto et al 2002) and improves RV function (Olvey et al 1980). Pulmonary pressures are known to increase with sleep in patients with COPD associated PH (Raeside et al 2002). Acutely, oxygen therapy abolishes this nocturnal rise in pulmonary pressures (Raeside et al 2002). Long term nocturnal oxygen decreases pulmonary pressures in patients with moderate to severe COPD, PH, and daytime PaO2 >60 mmHg but who experience nocturnal desaturation (Fletcher et al 1992). A 3 year randomized trial involving 51 patients with moderate to severe COPD and PH demonstrated that patients with nocturnal desaturation treated with supplemental oxygen experienced a 3.7 mm Hg decrease in PAP whereas those patients with nocturnal desaturation who were treated with room air experienced a 3.9 mm Hg increase in PAP (Fletcher et al 1992). LTOT also ameliorates the progression of COPD associated PH. In 1985, Weitzenblum and colleagues (Weitzenblum et al 1985) evaluated the progression of COPD associated PH before and after 24 years of LTOT. Prior to LTOT, the PAP increased by approximately 1.47  2.3 mmHg per year whereas the PAP decreased by 2.15  4.4 mmHg per year with oxygen therapy. Despite the beneficial effects of oxygen therapy in patients with hypoxemia and COPD, LTOT does not lead to the normalization of pulmonary pressures (Abraham et al 1968) or the reversal of morphologic derangements in the pulmonary vasculature (Wilkinson et al 1988). Therefore, additional interventions are needed to treat the fixed vascular remodeling in COPD associated PH.
"	HP_0006510;HP_0001901;HP_0002092;HP_0001648;HP_0012418
PMC2528217_43	"Calcium channel blockers (CCB) have been studied extensively in COPD associated PH. Acutely, the administration of a short acting CCB (nifedipine) decreases the PAP, increases cardiac index (CI) (3.7  0.2 to 4.6  0.3 L/min/m2)and decreases PVR (426  52 to 294  28 dynes1cm5) (Sturani et al 1983). The acute improvement in hemodynamics with CCB has been reproduced by several other investigators (Garzaniti et al 1985; Muramoto et al 1985). Despite the acute beneficial effects of CCBs, they are ineffective long term pulmonary vasodilators (Agostoni et al 1989) and do not effect progression of COPD associated PH (Sturani et al 1983). Additionally, CCBs can alter ventilation perfusion (VQ) matching deleteriously and worsen hypoxemia (Melot et al 1984). Due to these negative side effects, CCBs are not recommended in the routine management of COPD associated PH.
"	HP_0012418
PMC2528217_44	"Hydralazine has been tested in stable patients with PH secondary to COPD. Acutely, hydralazine improved pulmonary hemodynamics and oxygenation in a small group of hypoxemic COPD patients (Keller et al 1984). However, nearly one quarter of the patients (3/14) could not tolerate hydralazine due to tachycardia. Hydralazine neither improves pulmonary hemodynamics in patients during COPD exacerbations nor increases exercise capacity in patients with severe COPD and associated PH (Cerda et al 1985; Dal Nogare and Rubin 1986).
"	HP_0001649;HP_0002092;HP_0006510;HP_0012828
PMC2528217_45	"Modulation of the renin-angiotensin systems has also been studied in COPD associated PH. Animal studies suggested that angiotensin converting enzyme (ACE) inhibition may be beneficial in the treatment of COPD associated PH (Nong et al 1996); however the intravenous administration of captopril did not result in an acute change on pulmonary hemodynamics in patients with COPD (Patakas et al 1988). Furthermore, chronic treatment of patients with COPD associated PH with losartan did not result in a statistically significant change in echocardiography, exercise capacity, or respiratory symptoms (Morrell et al 2005).
"	HP_0006510
PMC2528217_46	"Theophylline is a phosphodiesterase inhibitor used in the treatment of COPD. In a small study, it has been shown to reduce pulmonary artery pressures acutely with intravenous bolus administration (Liu et al 1992). Further studies are needed to validate this finding and to assess the effect of chronic theophylline therapy on COPD associated PH.
"	HP_0006510;HP_0011010
PMC2528217_47	"The most likely targets of future therapies in COPD associated PH are the endothelium and pulmonary vascular remodeling. Interventions aimed at these targets include nitric oxide (NO), phosphodiesterase inhibitors (PDEI) and statins.
"	
PMC2528217_48	"NO is a selective pulmonary vasodilator that does not cause systemic hypotension (Pepke-Zaba et al 1991) and is effective treatment for idiopathic PH (Pepke-Zaba et al 1991). In patients with COPD associated PH, 3 months of therapy with inhaled pulsed NO via nasal cannula improved pulmonary hemodynamics. The mean pulmonary artery pressure (mPAP) decreased from 27.6 to 20.6 mmHg, PVR decreased from 276.9 to 173 dynes1cm5 and no worsening of hypoxemia occurred (Vonbank et al 2003). However, when Barbera and colleagues (Barbera et al 1996) administered inhaled NO (40 ppm) to patients with COPD, VQ matching worsened.
"	HP_0006510;HP_0012418
PMC2528217_49	"Phosphodiesterase inhibitors (PDEI) have been tested in small numbers of patients with COPD associated PH. PDEI prolong the effect of NO by inhibiting the degradation of NOs second messenger (cGMP) and promoting smooth muscle relaxation (Rabe et al 1994). In 6 patients with COPD associated PH, pulmonary hemodynamics improved after the initial dose of intravenous sildenafil and, after 3 months of oral therapy with sildenafil 50mg twice daily, the mPAP decreased from 30.2  5.5 to 24.6  4.2 mmHg, PVR declined from 401  108 to 264  52 dynes1cm5 and the six minute walk distance increased from 351  49 to 433  52 m (Alp et al 2006).
"	HP_0006510
PMC2528217_5	"Earlier autopsy studies demonstrated anatomic evidence of right ventricular hypertrophy in patients with COPD. Twothirds of patients with chronic bronchitis had evidence of right ventricular hypertrophy demonstrated by increased weight of the right ventricle (Millard and Reid 1974). Similarly, 71% of 20 patients dying of COPD had right ventricular hypertrophy (Scott 1976). In contrast, onethird of 104 patients with emphysema had autopsy evidence of right ventricular hypertrophy (Leopold and Gough 1957). Subsequent studies have suggested a correlation between right ventricular hypertrophy and hypoxemia in patients with COPD (Calverley et al 1992). Recent studies utilizing magnetic resonance imaging (MRI) to measure right ventricular wall thickness and volume noninvasively demonstrated a significant increase in right ventricular wall mass that was classified as concentric hypertrophy in patients with severe COPD and either normoxemia or mild hypoxemia (Vonk-Noordegraaf et al 2005).
"	HP_0001667;HP_0006510;HP_0004469;HP_0012418;HP_0011010;HP_0012828
PMC2528217_50	"Despite these promising, preliminary results demonstrating beneficial effects of NO and PDEI in COPD associated PH, larger studies are needed to determine their safety and efficacy in COPD associated PH. Prostacyclin and endothelin antagonists are also potential targets for therapy; however, very limited information exists on the use of these agents in COPD associated PH.
"	
PMC2528217_51	"3-hydroxy-3-methyl-glutaryl  coenzyme-A (HMG-CoA) reductase inhibitors (statins) have anti-inflammatory, antioxidant, and antithrombogenic effects, restore endothelial function (Bonetti et al 2003), and may ameliorate the deleterious effects of tobacco smoking on the lung parenchyma and vasculature (Lee et al 2005). In rats exposed to 16 weeks of tobacco smoke with or without concomitant statin treatment, parenchymal destruction, vascular changes, and inflammation were attenuated by statin administration (Lee et al 2005). Further studies of statins are needed to determine if they promote vascular remodeling in COPD and PH.
"	HP_0002092;HP_0006510
PMC2528217_52	"Pulmonary hypertension is a common feature of advanced COPD and is estimated to affect 20% of patients with advanced COPD (Weitzenblum et al 1981; Scharf et al 2002; Oswald-Mammosser et al 1991). The vast majority of PH associated with COPD is mild to moderate (mPAP 2035 mmHg). Severe PH (mPAP 40 mmHg) occurs in <5% of patients with COPD (Chaouat et al 2005). Severe PH in patients with COPD reduces median survival by approximately 40 months (Chaouat et al 2005). The pathogenesis of PH associated with COPD has not been clearly elucidated but is likely due to the combined effects of inflammation (Peinado et al 1999), endothelial cell dysfunction (Dinh-Xuan et al 1991; Peinado et al 1998), and angiogenesis (Santos et al 2003) that lead to intimal thickening, luminal narrowing, and arteriolar muscularization (Barbera et al 1994; Peinado et al 1998; Magee et al 1988; Hale et al 1980). Long-term oxygen therapy is a proven therapy for COPD associated PH (Medical Research Council Working Party 1981; Nocturnal Oxygen Therapy Group 1980). Systemic vasodilators have not been found to be effective therapy in COPD related pulmonary hypertension (Sturani et al 1983). Selective pulmonary vasodilators are currently being evaluated. Inhaled NO (Vonbank et al 2003) and PDEI (Alp et al 2006) are promising treatments for patients with COPD associated PH. However, further evaluation of the safety, efficacy, and optimal dosing of these medications is needed prior to routine use of these therapies in the management of PH associated with COPD.
"	HP_0006510;HP_0002092;HP_0012828
PMC2528217_53	"This 54 year old man smoked up to 3 to 4 packs per day for the past 36 years and continues to smoke occasional cigarettes. He is breathless walking down the hallway and has dyspnea with most daily activities. He has no cough or sputum production. His medications include: a long acting beta agonist, short acting beta agonist, short acting anticholinergic, and an inhaled corticosteroid. The alpha-1 antitrypsin level was 218. Physical examination revealed a resting SaO2 of 85%. The chest was hyperresonant with markedly reduced breath sounds with a prolonged expiratory phase but no wheezes. The left ventricular impulse was subxiphoid and the second heart sound was increased. There was no clubbing or peripheral edema.
"	HP_0002094;HP_0002098;HP_0012398;HP_0001217;HP_0012735;HP_0030828
PMC2528217_54	"Pulmonary function studies:
"	
PMC2528217_56	"A. Posterior-anterior chest X-ray and B. Lateral chest X-ray demonstrating enlarged pulmonary arteries and severe hyperinflation. The metallic opacification is a left nipple ring. C. Chest CT scan at the level of the pulmonary outflow tract demonstrating a main pulmonary artery diameter greater than the adjacent aorta. D. Chest CT scan at the level of the lower lobes demonstrating segmental pulmonary arteries that are larger than the accompanying bronchi. E. Chest CT at the same level as Figure 3C using parenchymal windows to demonstrate severe emphysematous changes throughout the lung parenchyma.
"	HP_0012828
PMC2528217_58	"Treatment with long acting beta agonist, short acting beta agonist, short acting anticholinergic, and an inhaled corticosteroid was continued. Supplemental oxygen was instituted for resting hypoxemia. Smoking cessation was strongly encouraged and interventions were successful.
"	
PMC2528217_59	"The patients dyspnea improved with smoking cessation, supplemental oxygen and inhaled therapies for COPD. He completed pulmonary rehabilitation and is now enrolled in a pulmonary rehabilitation maintenance program.
"	HP_0006510;HP_0002094;HP_0002098
PMC2528217_6	"Several studies have determined pulmonary pressures by right heart catheterization in groups of COPD patients with varying levels of physiologic impairment. In a series of 175 patients with moderate to severe COPD (FEV1% = 40.2  11.1%) and mild hypoxemia (40.6% with PaO2 <60 mmHg), 62 (35%) had pulmonary artery pressures >20 mmHg at right heart catheterization (Weitzenblum et al 1981). The mean pulmonary artery pressure (mPAP) in the entire cohort was 19.8  7.6. Similar results were found in a study of 53 patients with severe COPD (FEV1%, 39.8  16.2); the mPAP was 19.0  4.3 and 23 (43%) had PH (mPAP >20 mmHg) (Doi et al 2003). Seventeen of twenty-seven (63%) patients with mild to moderate hypoxemia had PH. The mPAP was slightly greater, 26.9  8.9 mmHg, in 215 patients with severe COPD (FEV1%, 24.3%) who underwent right heart catheterization prior to lung volume reduction surgery or lung transplantation (Thabut et al 2005). Approximately half of these patients had PH (mPAP >25 mmHg) (Thabut et al 2005).
"	HP_0006510;HP_0002092;HP_0012418;HP_0012828
PMC2528217_8	"Measurements of pulmonary hemodynamics in patients with COPD have shown that pulmonary pressures increase significantly with exercise. Right heart catheterizations performed in 151 patients with COPD (FEV1%, 38  12% and PaO2 72  11 mmHg) by Oswald-Mammosser and colleagues (Oswald-Mammosser et al 1991) demonstrated PH (mPAP >20 mmHg) in 31 individuals, 21%. The mPAP at rest was significantly greater, 19  4.7 mmHg, in patients with hypoxemia (PaO2 60 mmHg) than in normoxemic patients, 16.8  4.9, p < 0.05. Further, with exercise up to 40 watts, two-thirds, 99 of 151 patients, developed mPAP  30 mmHg. In the 49 patients in whom pulmonary vascular resistance could be calculated at both rest and with exercise, pulmonary vascular resistance did not change significantly with exercise. Christensen and co-workers (Christensen et al 2004) demonstrated a similar incidence of exercise induced PH, 65% in a series of 17 patients with COPD (FEV1% 35  10%, PaO2 10.6  1.1 kPa) who exercised at a work load of 25 watts. The mPAP was 19.9  4.5 mmHg at rest and increased to 35.0  2.2 mmHg with exercise. Eleven patients, 65%, had mPAP greater than 30 mmHg with exercise. Fujimoto and collaborators (Fujimoto et al 2002) studied pulmonary hemodynamics in 75 patients with mild hypoxemia (PaO2 >60 mmHg) at rest and either mild (FEV1% >50%), moderate (FEV1% <50% or >35%), or severe COPD (FEV1% 35%) at rest and with exercise. At rest, mPAPs were 21.5  2.7, 20.0  4.2, and 21.7  1.1 mmHg in the mild, moderate, and severe groups, and increased to 32.7  3.2, 38.1  2.1, and 44.4  2.0 mmHg, respectively, with exercise. Thus, exercise potently elevates PA pressures in individuals with COPD.
"	HP_0006510;HP_0002092;HP_0006536;HP_0012418;HP_0012828;HP_0012826
